copper pending line plant access issue,copper pending routing issue,dslam capacity issue,fibre completed copper pending,Notes,Keywords/Phrases,Sentences
0,0,0,1,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes synced fibre port ran fibre copper e fibre e ran copper due coppper part fail tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes synced fibre port ran fibre copper e fibre e ran copper due coppper part fail tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,1,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,1,ce fd cd fd tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl ok ltok cidt completed adsl modem detected end cleaned inside cab alan barraclough circuit test results ltok circuit test results ltok speed speed,gea service test completed fault found,ce fd cd fd tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl ok ltok cidt completed adsl modem detected end cleaned inside cab alan barraclough circuit test results ltok circuit test results ltok speed speed gea service test completed fault found
0,0,1,0,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed aftl lumms passing dcoe resolved please see additional information faulty fibre port spares llums ref afti,allocated ports unavailable faulty,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed aftl lumms passing dcoe resolved please see additional information faulty fibre port spares llums ref afti allocated ports unavailable faulty
1,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information need prove back end customer ok stcb customer home spoke customer phone able get back property told ring cp rebook another appointment home,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information need prove back end customer ok stcb customer home spoke customer phone able get back property told ring cp rebook another appointment home unable access companyname line plant located within end customer premises
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed get name passing dcoe resolved please see additional information prev notes confirm fibre ports go exist rang dcoe advised ports available provided lums ref afie informed patch lead,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed get name passing dcoe resolved please see additional information prev notes confirm fibre ports go exist rang dcoe advised ports available provided lums ref afie informed patch lead allocated ports unavailable faulty
0,0,0,1,tfgh mfl ok gea service test completed fault found sync last sync end survey required copper part jumpering completed circuit test results tfgh mfl ok gea service test completed fault found sync last sync end end speed mbps speed mbps,gea service test completed fault found,tfgh mfl ok gea service test completed fault found sync last sync end survey required copper part jumpering completed circuit test results tfgh mfl ok gea service test completed fault found sync last sync end end speed mbps speed mbps gea service test completed fault found
0,1,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information cpi tone cab possible eo single skilled engineer,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information cpi tone cab possible eo single skilled engineer routing provided incorrect
0,0,0,1,copper part sim provide returned due line plant jumpered dslam tested tagged tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end speed speed,gea service test completed fault found,copper part sim provide returned due line plant jumpered dslam tested tagged tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end speed speed gea service test completed fault found
0,1,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end,stcb jumpering tie pair problem found stcb,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end stcb jumpering tie pair problem found stcb
0,0,0,1,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ca start faulting end customer dp rectified loop end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end dispatch comments shutting please move trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ca start faulting end customer dp rectified loop end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end dispatch comments shutting please move trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
1,0,0,0,ends cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information linked provision incomplete due service pipe issues advised patch lead mehmi,unable access companyname line plant located within companyname network,ends cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information linked provision incomplete due service pipe issues advised patch lead mehmi unable access companyname line plant located within companyname network
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed unknownand passing dcoe resolved please see additional information per previous engineer notes llums case completed confirmed dcoe informed manager dcoe stated date llums case th month st llums ref afie,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed unknownand passing dcoe resolved please see additional information per previous engineer notes llums case completed confirmed dcoe informed manager dcoe stated date llums case th month st llums ref afie allocated ports unavailable faulty
0,0,0,1,ends fit complete access provide tagged side fiver stcb side fit needed complete circuit id tfgh job f k line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit,gea service test completed fault found,ends fit complete access provide tagged side fiver stcb side fit needed complete circuit id tfgh job f k line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit gea service test completed fault found
0,1,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information incorrect routing get cpi tone stcb routing solution could help line ceased test results dn llls result test unsuccessful contact lts help desk inventory issue mpf sotap please test via fasttest select job enter mpf sotap id jin web tester second test fails mpf sotap record failure job closing task date today jin k eng pin cltxr eng uin xxxxxxxxx,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information incorrect routing get cpi tone stcb routing solution could help line ceased test results dn llls result test unsuccessful contact lts help desk inventory issue mpf sotap please test via fasttest select job enter mpf sotap id jin web tester second test fails mpf sotap record failure job closing task date today jin k eng pin cltxr eng uin xxxxxxxxx routing provided incorrect
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed banca passing dcoe resolved please see additional information task also attempted engineers past weeks quoted fibre ports stcb phoned dcoe explained lums case raised available fibre ports stcb lums case reference af ie raised issue patch lead furthered dcoe resolve test results dn lles result ltok date today jin eng pin eskys eng uin xxxxxxxxx,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed banca passing dcoe resolved please see additional information task also attempted engineers past weeks quoted fibre ports stcb phoned dcoe explained lums case raised available fibre ports stcb lums case reference af ie raised issue patch lead furthered dcoe resolve test results dn lles result ltok date today jin eng pin eskys eng uin xxxxxxxxx allocated ports unavailable faulty
0,1,0,0,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed tes,stcb jumpering tie pair problem found stcb,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed tes stcb jumpering tie pair problem found stcb
0,0,0,1,copper routes fiber ports sync dial tone achieved parent copper access circuit test results companynamelt tfgh mfl ok ltok cidt completed adsl modem detected end companynamelt tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results companynamelt tfgh mfl ok cidt ltok end speed companynamelt tfgh mfl ok gea service test completed fault f speed companynamelt tfgh mfl ok gea service test completed fault f,gea service test completed fault found,copper routes fiber ports sync dial tone achieved parent copper access circuit test results companynamelt tfgh mfl ok ltok cidt completed adsl modem detected end companynamelt tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results companynamelt tfgh mfl ok cidt ltok end speed companynamelt tfgh mfl ok gea service test completed fault f speed companynamelt tfgh mfl ok gea service test completed fault f gea service test completed fault found
1,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information rang customer advised already spoke sp rearrange appointment work cannot attend site due cannot complete task linked install task,unable access companyname line plant located within companyname network,ends photographic evidence available cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information rang customer advised already spoke sp rearrange appointment work cannot attend site due cannot complete task linked install task unable access companyname line plant located within companyname network
0,1,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information arrived site cpi tone stcb dt quoted e side went eu premises stcb right next eu confirmed linegoing stcb e side side routing solutions told routing incorrect update called dcoe spoke advisor uin xxxxxxxxx told lift shift different stcb cannot done provision task pass cp resolve routing updated myjobs fibre ports required stcb complete task,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information arrived site cpi tone stcb dt quoted e side went eu premises stcb right next eu confirmed linegoing stcb e side side routing solutions told routing incorrect update called dcoe spoke advisor uin xxxxxxxxx told lift shift different stcb cannot done provision task pass cp resolve routing updated myjobs fibre ports required stcb complete task routing provided incorrect
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed n passing dcoe resolved please see additional information still unable provided due faulty fibre ports spoke dcoe u able allocate lift shift due outstanding lums case account ongoing issues fibre stcb spoke second stage also advised nothing lums case actioned relevant engineers would appear ports exist please send task back resolved,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed n passing dcoe resolved please see additional information still unable provided due faulty fibre ports spoke dcoe u able allocate lift shift due outstanding lums case account ongoing issues fibre stcb spoke second stage also advised nothing lums case actioned relevant engineers would appear ports exist please send task back resolved allocated ports unavailable faulty
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed xxxxxxxxx passing dcoe resolved please see additional information lumms case raised due faulty fibre ports reference af ti ports routed correctly able find port dcoe issued tone put port example getting sync port dcoe see sync,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed xxxxxxxxx passing dcoe resolved please see additional information lumms case raised due faulty fibre ports reference af ti ports routed correctly able find port dcoe issued tone put port example getting sync port dcoe see sync allocated ports unavailable faulty
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed saner passing dcoe resolved please see additional information lums case raised aafti pqt line fttc passed green fibre routing job called dcoe separate times lift shift ports sync battery fault sync offered ports tfgh numbers broadband service dcoe said sync routing retuned copper e,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed saner passing dcoe resolved please see additional information lums case raised aafti pqt line fttc passed green fibre routing job called dcoe separate times lift shift ports sync battery fault sync offered ports tfgh numbers broadband service dcoe said sync routing retuned copper e allocated ports unavailable faulty
0,0,0,1,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end good tfgh test cpi toned ok jumped stcb dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end good tfgh test cpi toned ok jumped stcb dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
1,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information workman present sure line needs resident available need resident confirm nte required,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information workman present sure line needs resident available need resident confirm nte required unable access companyname line plant located within end customer premises
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed dcoe passing dcoe resolved please see additional information fibre ports go confirmed dcoe last cab shorts location pairs point quoted fibre port exist lums afie,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed dcoe passing dcoe resolved please see additional information fibre ports go confirmed dcoe last cab shorts location pairs point quoted fibre port exist lums afie allocated ports unavailable faulty
0,0,0,1,tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ok cpi tone applied ok end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ce start faulting end customer dp dis network end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ce start faulting end customer dp dis network end speed speed,gea service test completed fault found,tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ok cpi tone applied ok end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ce start faulting end customer dp dis network end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ce start faulting end customer dp dis network end speed speed gea service test completed fault found
0,0,0,1,tfgh mfl ce start faulting stcb dis network end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,tfgh mfl ce start faulting stcb dis network end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,1,ends long si wait lift shift go si completed dis stcb pushed quoted side free line dis awaiting provision task due track locate required lead fibre complete circuit id tfgh job f line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit,gea service test completed fault found,ends long si wait lift shift go si completed dis stcb pushed quoted side free line dis awaiting provision task due track locate required lead fibre complete circuit id tfgh job f line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit gea service test completed fault found
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed unknown passing dcoe resolved please see additional information site quoted fibre port non existent cab asked spares fttc helpdesk spares available llums case raised th september reference number afie let eu know,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed unknown passing dcoe resolved please see additional information site quoted fibre port non existent cab asked spares fttc helpdesk spares available llums case raised th september reference number afie let eu know allocated ports unavailable faulty
1,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information see notes linked proved task customer issue task provide task complete,unable access openreach line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information see notes linked proved task customer issue task provide task complete unable access openreach line plant located within end customer premises
0,0,0,1,si task completed jumpered stcb test results notes dial tone confirmed e jumpered crossed jumpered slam e full sync cab test modem eclipsed k sim task copper still outstanding dial tone e applied cpi confirm correct e side see attached photo tfgh mfl ce start faulting end customer dp dis network end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end tfgh mfl ok gea service test completed fault found mbit mbit sync,gea service test completed fault found,si task completed jumpered stcb test results notes dial tone confirmed e jumpered crossed jumpered slam e full sync cab test modem eclipsed k sim task copper still outstanding dial tone e applied cpi confirm correct e side see attached photo tfgh mfl ce start faulting end customer dp dis network end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end tfgh mfl ok gea service test completed fault found mbit mbit sync gea service test completed fault found
0,0,0,1,tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ok ltok sockets unplugged end tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ce start faulting end customer dp dis network end customer complete copper task mark mcaulay eside circuit test results g circuit test results g speed g speed g,gea service test completed fault found,tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ok ltok sockets unplugged end tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ce start faulting end customer dp dis network end customer complete copper task mark mcaulay eside circuit test results g circuit test results g speed g speed g gea service test completed fault found
0,1,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information please read previous notes eo line,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information please read previous notes eo line routing provided incorrect
1,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises need access property tone correct pair per previous engineer notes fibre jumpering task stcb complete contractual provider arrange appointment cp gain access manually entered closure notes,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises need access property tone correct pair per previous engineer notes fibre jumpering task stcb complete contractual provider arrange appointment cp gain access manually entered closure notes unable access companyname line plant located within end customer premises
0,1,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information second time sent wrong routing job needs ceased provided pull correct routing correct routing stcb e dp pr bar pair ao routing solutions confirmed routing copper correct job still picked old routing stcb please cease reprovide task,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information second time sent wrong routing job needs ceased provided pull correct routing correct routing stcb e dp pr bar pair ao routing solutions confirmed routing copper correct job still picked old routing stcb please cease reprovide task routing provided incorrect
1,0,0,0,ends cannot complete task unable access companyname line plant located within end customer premises work commenced manually entered closure notes,unable access companyname line plant located within end customer premises,ends cannot complete task unable access companyname line plant located within end customer premises work commenced manually entered closure notes unable access companyname line plant located within end customer premises
1,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information cab jumpering done unable cease donor fibre ports e side taken already put fast test rectified loop called customers nobody home phone goes straight txt messaging service dropwire lead present causing issue probably old nte clear pole appointment needed change lead master socket,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information cab jumpering done unable cease donor fibre ports e side taken already put fast test rectified loop called customers nobody home phone goes straight txt messaging service dropwire lead present causing issue probably old nte clear pole appointment needed change lead master socket unable access companyname line plant located within end customer premises
0,0,0,1,cabwork complete tested ok note copper side fit returned companyname track locate circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end speed speed,gea service test completed fault found,cabwork complete tested ok note copper side fit returned companyname track locate circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end speed speed gea service test completed fault found
0,1,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information bar pair e side quoted job working sky circuit connected,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information bar pair e side quoted job working sky circuit connected routing provided incorrect
0,0,1,0,notes sync allocated ports spare ports available lum incident af ie,spare ports available,notes sync allocated ports spare ports available lum incident af ie spare ports available
1,0,0,0,ends cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information task linked install furthered due access companyname lineplantall notes install task,unable access companyname line plant located within companyname network,ends cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information task linked install furthered due access companyname lineplantall notes install task unable access companyname line plant located within companyname network
0,0,1,0,notes jumpering completed called dcoe dial tone fibre ports spare ports available dcoe reference number af ti uin xxxxxxxxx,spare ports available,notes jumpering completed called dcoe dial tone fibre ports spare ports available dcoe reference number af ti uin xxxxxxxxx spare ports available
0,0,0,1,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ln dsl port successfully synchronised today expected bring port sync day test sync last sync end tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ca fault found possibly affecting gea services please check line test results mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ln dsl port successfully synchronised today expected bring port sync day test sync last sync end tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ca fault found possibly affecting gea services please check line test results mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed na passing dcoe resolved please see additional information still spare fibre ports lums case af ie,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed na passing dcoe resolved please see additional information still spare fibre ports lums case af ie allocated ports unavailable faulty
0,0,1,0,notes david coull photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed unknown passing dcoe resolved please see additional information unable complete job issue lift shift two attempts still sync dial llut either line still connected engineering number tfgh testing dis exchange ran new killers though tams pqt passed stcb job needs sent back lift shift system back running fast test lrok completion,allocated ports unavailable faulty,notes david coull photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed unknown passing dcoe resolved please see additional information unable complete job issue lift shift two attempts still sync dial llut either line still connected engineering number tfgh testing dis exchange ran new killers though tams pqt passed stcb job needs sent back lift shift system back running fast test lrok completion allocated ports unavailable faulty
0,1,0,0,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensur,stcb jumpering tie pair problem found stcb,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensur stcb jumpering tie pair problem found stcb
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed n passing dcoe resolved please see additional information fibre ports installed cabinet yet stcb old shell present room ports explained dcoe lums case already raised dealing task reference number afie,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed n passing dcoe resolved please see additional information fibre ports installed cabinet yet stcb old shell present room ports explained dcoe lums case already raised dealing task reference number afie allocated ports unavailable faulty
0,0,0,1,upstreamspeed downstreamspeed tested nottestedreason demoperson mr leigh frobisher doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl ok ltok cidt completed adsl modem detected end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson mr leigh frobisher doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl ok ltok cidt completed adsl modem detected end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,1,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes see jeopardy results dispatch comments jamie said closing asap escalated tms aom put hub bvx c aakbl tfgh ftc p ok gea service test completed fault found mbit mbit sync bvx c aakbl tfgh ftc p ok ltok cidt completed adsl modem detected bvx c aakbl tfgh ftc p ok gea service test completed fault found mbit mbit sync bvx c aakbl tfgh ftc p ok ltok sockets unplugged cidt completed bvx c aakbl tfgh ftc p ok gea service test completed fault found sync session details port default status record sync bvx c aakbl tfgh ftc p ok ltok sockets unplugged cidt completed bvx c aakbl tfgh ftc p ok gea service test completed fault found sync session details port default status record sync bvx c aakbl tfgh ftc p ok ltok cidt completed adsl modem detected bvx c aakbl tfgh ftc p ca fault found possibly affecting gea services please check line test results sync session details port default status record sync bvx c aakbl tfgh ftc p ce start faulting stcb dis network trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes see jeopardy results dispatch comments jamie said closing asap escalated tms aom put hub bvx c aakbl tfgh ftc p ok gea service test completed fault found mbit mbit sync bvx c aakbl tfgh ftc p ok ltok cidt completed adsl modem detected bvx c aakbl tfgh ftc p ok gea service test completed fault found mbit mbit sync bvx c aakbl tfgh ftc p ok ltok sockets unplugged cidt completed bvx c aakbl tfgh ftc p ok gea service test completed fault found sync session details port default status record sync bvx c aakbl tfgh ftc p ok ltok sockets unplugged cidt completed bvx c aakbl tfgh ftc p ok gea service test completed fault found sync session details port default status record sync bvx c aakbl tfgh ftc p ok ltok cidt completed adsl modem detected bvx c aakbl tfgh ftc p ca fault found possibly affecting gea services please check line test results sync session details port default status record sync bvx c aakbl tfgh ftc p ce start faulting stcb dis network trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,1,0,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed darrenand passing dcoe resolved please see additional information spare fibre ports stcb line sync testing dis one leg suspect dslam cab advised pass back,allocated ports unavailable faulty,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed darrenand passing dcoe resolved please see additional information spare fibre ports stcb line sync testing dis one leg suspect dslam cab advised pass back allocated ports unavailable faulty
