copper pending field work needed,copper pending line plant access issue,copper pending routing issue,dslam capacity issue,fault in network,fibre completed copper pending,order cancelled,order completed in field,reappointment needed eu not present,reappointment needed out of time,sales query,Notes,Keywords/Phrases,Sentences
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end access complete copper task jumpers complete place per quoted routing dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end access complete copper task jumpers complete place per quoted routing dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,0,0,0,0,0,1,0,0,ends photographic evidence available cannot complete task end customer representative present premises work commenced please see additional information access property tried numerous times call customer phone rings cuts unable gain access work commenced,cannot complete task end customer representative present premises,ends photographic evidence available cannot complete task end customer representative present premises work commenced please see additional information access property tried numerous times call customer phone rings cuts unable gain access work commenced cannot complete task end customer representative present premises
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed n passing dcoe resolved please see additional information ease see additional information task keeps getting sent back please read previous notes regarding task liaise service provider second stage team resolve fibre issue stcb clear provides,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed n passing dcoe resolved please see additional information ease see additional information task keeps getting sent back please read previous notes regarding task liaise service provider second stage team resolve fibre issue stcb clear provides allocated ports unavailable faulty
0,0,1,0,0,0,0,0,0,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information incorrect routing get cpi tone stcb routing solution could help line ceased test results dn llls result test unsuccessful contact lts help desk inventory issue mpf sotap please test via fasttest select job enter mpf sotap id jin web tester second test fails mpf sotap record failure job closing task date today jin k eng pin cltxr eng uin xxxxxxxxx,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information incorrect routing get cpi tone stcb routing solution could help line ceased test results dn llls result test unsuccessful contact lts help desk inventory issue mpf sotap please test via fasttest select job enter mpf sotap id jin web tester second test fails mpf sotap record failure job closing task date today jin k eng pin cltxr eng uin xxxxxxxxx routing provided incorrect
0,0,0,0,0,1,0,0,0,0,0,ends circuit id tfgh job f line test type fttc provision request time result summary ltok sockets unplugged mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit,gea service test completed fault found,ends circuit id tfgh job f line test type fttc provision request time result summary ltok sockets unplugged mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,ogecr mfl ok ltok sockets unplugged modem detected cidt completed end ogecr mfl ok gea service test completed fault found mbit mbit sync end ogecr mfl ok ltok sockets unplugged modem detected cidt completed end ogecr mfl ok gea service test completed fault found dow,gea service test completed fault found,ogecr mfl ok ltok sockets unplugged modem detected cidt completed end ogecr mfl ok gea service test completed fault found mbit mbit sync end ogecr mfl ok ltok sockets unplugged modem detected cidt completed end ogecr mfl ok gea service test completed fault found dow gea service test completed fault found
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed banca passing dcoe resolved please see additional information task also attempted engineers past weeks quoted fibre ports stcb phoned dcoe explained lums case raised available fibre ports stcb lums case reference af ie raised issue patch lead furthered dcoe resolve test results dn lles result ltok date today jin eng pin eskys eng uin xxxxxxxxx,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed banca passing dcoe resolved please see additional information task also attempted engineers past weeks quoted fibre ports stcb phoned dcoe explained lums case raised available fibre ports stcb lums case reference af ie raised issue patch lead furthered dcoe resolve test results dn lles result ltok date today jin eng pin eskys eng uin xxxxxxxxx allocated ports unavailable faulty
0,0,1,0,0,0,0,0,0,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information second time sent wrong routing job needs ceased provided pull correct routing correct routing stcb e dp pr bar pair ao routing solutions confirmed routing copper correct job still picked old routing stcb please cease reprovide task,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information second time sent wrong routing job needs ceased provided pull correct routing correct routing stcb e dp pr bar pair ao routing solutions confirmed routing copper correct job still picked old routing stcb please cease reprovide task routing provided incorrect
0,0,0,0,0,1,0,0,0,0,0,end tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok customer equipment detected end dispatch comments tech closing trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,end tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok customer equipment detected end dispatch comments tech closing trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,circuit test results tfgh mfl ok gea service test completed fault found sync last sync end circuit test results tfgh mfl pc original stcb jumpering still present check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end speed speed,gea service test completed fault found,circuit test results tfgh mfl ok gea service test completed fault found sync last sync end circuit test results tfgh mfl pc original stcb jumpering still present check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end speed speed gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,1,0,0,0,0,0,0,0,0,routing per quote tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end,stcb jumpering tie pair problem found stcb,routing per quote tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end stcb jumpering tie pair problem found stcb
0,0,0,0,0,1,0,0,0,0,0,st tfgh mfl ce start faulting end customer dp dis network end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end nd tfgh mfl ok ltok sockets unplugged end tfgh mfl ok higher normal crosstalk detected gea service mbit mbit sync cross talk yes end rd tfgh mfl ok ltok customer equipment detected end tfgh mfl ok gea service test completed fault found sync last sync end circuit test results tfgh,gea service test completed fault found,st tfgh mfl ce start faulting end customer dp dis network end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end nd tfgh mfl ok ltok sockets unplugged end tfgh mfl ok higher normal crosstalk detected gea service mbit mbit sync cross talk yes end rd tfgh mfl ok ltok customer equipment detected end tfgh mfl ok gea service test completed fault found sync last sync end circuit test results tfgh gea service test completed fault found
0,0,0,0,0,0,0,0,0,0,1,ends cannot complete task end customer representative unaware order manually entered closure notes,end customer representative unaware order,ends cannot complete task end customer representative unaware order manually entered closure notes end customer representative unaware order
0,0,1,0,0,0,0,0,0,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information routing incorrect stcb e side side spoke routing solutions,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information routing incorrect stcb e side side spoke routing solutions routing provided incorrect
0,0,1,0,0,0,0,0,0,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information quoted fibre ports wrong stcb routing updated correct cabinet routing records confirmed fibre ports dcoe cease reprovide required stcb message left eu contact numbers,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information quoted fibre ports wrong stcb routing updated correct cabinet routing records confirmed fibre ports dcoe cease reprovide required stcb message left eu contact numbers routing provided incorrect
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task sync stcb side underground skilled engineer required see previous notes engineer test towards end customer inconclusive please see additional information please see previous notes engineer spare ports available rang dcoe confirm advised spare ports raise lums case ref afie spoke shruti,spare ports available,ends cannot complete task sync stcb side underground skilled engineer required see previous notes engineer test towards end customer inconclusive please see additional information please see previous notes engineer spare ports available rang dcoe confirm advised spare ports raise lums case ref afie spoke shruti spare ports available
0,1,0,0,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information jimpering done need appointment fix fault,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information jimpering done need appointment fix fault unable access companyname line plant located within end customer premises
0,0,0,0,0,1,0,0,0,0,0,tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end circuit test results tfgh mfl ok ltok cidt completed adsl modem detected end circuit test results tfgh mfl ce start faulting end customer dp dis network end speed mbit speed mbit,gea service test completed fault found,tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end circuit test results tfgh mfl ok ltok cidt completed adsl modem detected end circuit test results tfgh mfl ce start faulting end customer dp dis network end speed mbit speed mbit gea service test completed fault found
0,0,1,0,0,0,0,0,0,0,0,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync last sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,stcb jumpering tie pair problem found stcb,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync last sync end dispatch comments trc questions eng mobile xxxxxxxxxxx stcb jumpering tie pair problem found stcb
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end good tfgh test cpi toned ok jumped stcb dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end good tfgh test cpi toned ok jumped stcb dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,ends cab jumpered per quoted routing sync mbs dt present ft ok lt ok vdsl pass install sent back planning unable get height clearance neighbouring houses roofs,dt present ft ok lt ok vdsl pass install sent back planning,ends cab jumpered per quoted routing sync mbs dt present ft ok lt ok vdsl pass install sent back planning unable get height clearance neighbouring houses roofs dt present ft ok lt ok vdsl pass install sent back planning
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ca start faulting end customer dp loop end tfgh mfl ok ltok customer equipment detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ca start faulting end customer dp loop end tfgh mfl ok ltok customer equipment detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,copper side job complete pushed existing details tagged stcb cab install complete eclipse test complete tfgh mfl ce start faulting end customer dp dis network end ein xxxxxxxxx timothy cotterill xxxxxxxxxx test demonstrated circuit test results tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync last sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end speed speed,copper side job complete stcb jumpering tie pair problem found stcb gea service test completed fault found,copper side job complete pushed existing details tagged stcb cab install complete eclipse test complete tfgh mfl ce start faulting end customer dp dis network end ein xxxxxxxxx timothy cotterill xxxxxxxxxx test demonstrated circuit test results tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync last sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end speed speed copper side job complete stcb jumpering tie pair problem found stcb gea service test completed fault found
0,1,0,0,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information nd access get property,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information nd access get property unable access companyname line plant located within end customer premises
0,0,0,0,0,1,0,0,0,0,0,ends arrived site ring ahead complete dial tone eside copper ran jumper copper fibre dial tone jumper going dside copper sync present correct tfgh dsl minute close test passed prove filled circuit id tfgh job f line test type fttc provision request time result summary ltok sockets unplugged mfl ok test reference tfgh result summary gea service test completed fault found sync last sync tfgh mfl ok tfgh uprate known tfgh downrate known,gea service test completed fault found,ends arrived site ring ahead complete dial tone eside copper ran jumper copper fibre dial tone jumper going dside copper sync present correct tfgh dsl minute close test passed prove filled circuit id tfgh job f line test type fttc provision request time result summary ltok sockets unplugged mfl ok test reference tfgh result summary gea service test completed fault found sync last sync tfgh mfl ok tfgh uprate known tfgh downrate known gea service test completed fault found
0,0,0,0,0,0,1,0,0,0,0,ends cannot complete task end customer advised order cancelled please see additional information rang ahead eu cancelled order,end customer advised order cancelled,ends cannot complete task end customer advised order cancelled please see additional information rang ahead eu cancelled order end customer advised order cancelled
0,0,0,0,0,1,0,0,0,0,0,ends arrived stcb ceased line returned copper jumper run copper e fibre sync speeds stcb copper provide furthered dig auxiliary line tagged fibre e side tfgh passed dt vdsl ltok stcb,tfgh passed dt vdsl ltok stcb copper provide furthered dig auxiliary,ends arrived stcb ceased line returned copper jumper run copper e fibre sync speeds stcb copper provide furthered dig auxiliary line tagged fibre e side tfgh passed dt vdsl ltok stcb tfgh passed dt vdsl ltok stcb copper provide furthered dig auxiliary
0,0,0,1,0,0,0,0,0,0,0,notes gt si spare ports available unable carry lift shift unable complete task af ie,spare ports available,notes gt si spare ports available unable carry lift shift unable complete task af ie spare ports available
0,0,0,0,1,0,0,0,0,0,0,ends cannot complete task run time within scheduled hours end customer use service work outstanding internet working cidt fault noise tried multiple new pairs still fault either cab tails next joint faulty dslam please issue morning please see additional information internet working cidt fault noise side tried multiple new pairs still fault either cab tails next joint faulty dslam please issue morning absence,run time within scheduled hours cidt fault noise tried multiple new pairs still fault either cab tails next joint faulty dslam,ends cannot complete task run time within scheduled hours end customer use service work outstanding internet working cidt fault noise tried multiple new pairs still fault either cab tails next joint faulty dslam please issue morning please see additional information internet working cidt fault noise side tried multiple new pairs still fault either cab tails next joint faulty dslam please issue morning absence run time within scheduled hours cidt fault noise tried multiple new pairs still fault either cab tails next joint faulty dslam
0,0,0,0,0,1,0,0,0,0,0,line identified dn number dial tone though fiber copper part job incomplete circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ce start faulting end customer dp dis network end circuit test results tfgh mfl ce start faulting end customer dp dis network end speed mbits speed mbits,gea service test completed fault found,line identified dn number dial tone though fiber copper part job incomplete circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ce start faulting end customer dp dis network end circuit test results tfgh mfl ce start faulting end customer dp dis network end speed mbits speed mbits gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end glen fibre routed fault found dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end glen fibre routed fault found dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,copper jumpered fibre stcb copper provide completed customer said rearranged install following week tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok gea service test completed fault found mbit mbit sync end john grady circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok ltok socket,gea service test completed fault found,copper jumpered fibre stcb copper provide completed customer said rearranged install following week tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok gea service test completed fault found mbit mbit sync end john grady circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok ltok socket gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,ce fd cd fd tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl ok ltok cidt completed adsl modem detected end cleaned inside cab alan barraclough circuit test results ltok circuit test results ltok speed speed,gea service test completed fault found,ce fd cd fd tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl ok ltok cidt completed adsl modem detected end cleaned inside cab alan barraclough circuit test results ltok circuit test results ltok speed speed gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,ends rang ahead answer called job complete creased fibre ports ran jumpers copper fibre updated routing via phone myjobs confirmed ports cpi tone dial tone confirmed correct number min vdsl passed tfgh test results circuit id tfgh job f n line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit prove submitted,gea service test completed fault found,ends rang ahead answer called job complete creased fibre ports ran jumpers copper fibre updated routing via phone myjobs confirmed ports cpi tone dial tone confirmed correct number min vdsl passed tfgh test results circuit id tfgh job f n line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit prove submitted gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tests completed line compliance jumpering done per task details mike mills tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tests completed line compliance jumpering done per task details mike mills tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,1,0,0,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises need access property tone correct pair per previous engineer notes fibre jumpering task stcb complete contractual provider arrange appointment cp gain access manually entered closure notes,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises need access property tone correct pair per previous engineer notes fibre jumpering task stcb complete contractual provider arrange appointment cp gain access manually entered closure notes unable access companyname line plant located within end customer premises
0,0,0,0,0,1,0,0,0,0,0,cabwork complete tested ok note copper side fit returned companyname track locate circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end speed speed,gea service test completed fault found,cabwork complete tested ok note copper side fit returned companyname track locate circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end speed speed gea service test completed fault found
0,0,0,0,0,0,0,0,1,0,0,ends cannot complete task end customer representative present premises work commenced please see additional information access flat number contact details goes straight bt screening rung times informed patch led also left access card patch leads mobile one contacted,cannot complete task end customer representative present premises,ends cannot complete task end customer representative present premises work commenced please see additional information access flat number contact details goes straight bt screening rung times informed patch led also left access card patch leads mobile one contacted cannot complete task end customer representative present premises
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson mr tm doorcolor questions closurenotes tfgh mfl ok ltok customer equipment detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson mr tm doorcolor questions closurenotes tfgh mfl ok ltok customer equipment detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,0,0,0,0,1,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok customer equipment detected end tfgh mfl ok potential rf issue detected gea service mbit mbit sync rf ingress yes end dcoe rang due inconclusive test resit dcoe operative gave go ahead use port operatives name hema uin xxxxxxxxx,ltok customer equipment detected,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok customer equipment detected end tfgh mfl ok potential rf issue detected gea service mbit mbit sync rf ingress yes end dcoe rang due inconclusive test resit dcoe operative gave go ahead use port operatives name hema uin xxxxxxxxx ltok customer equipment detected
0,0,0,0,0,1,0,0,0,0,0,jumpered synced ok stcb given fibre ports kevin pearson tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ca fault found possibly affecting gea services please check line test results sync session details port default status record sync end tfgh mfl n copper test result expected test request end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl n copper test result expected test request end tfgh mfl ok gea service test completed fault found mbit mbit sync end bkz mfl ok ltok custo,gea service test completed fault found,jumpered synced ok stcb given fibre ports kevin pearson tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ca fault found possibly affecting gea services please check line test results sync session details port default status record sync end tfgh mfl n copper test result expected test request end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl n copper test result expected test request end tfgh mfl ok gea service test completed fault found mbit mbit sync end bkz mfl ok ltok custo gea service test completed fault found
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task run time within scheduled hours end customer cannot use service work outstanding jumpering manually entered closure notes xxxxxxxxxxxxxxxx ring ahead information primary eu contact name xxxxxxxxxxxxxxxxxxx primary contact xxxxxxxxxxxxx outcome call answer vm left available call date time secondary contact details outcome call secondary contact able ring ahead due unusable contact details missing incorrect faulty line ring ahead information ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed na passing dcoe resolved please see additional information called dcoe fibre ports available lums case ref afie completed,run time within scheduled hours allocated ports unavailable faulty,ends cannot complete task run time within scheduled hours end customer cannot use service work outstanding jumpering manually entered closure notes xxxxxxxxxxxxxxxx ring ahead information primary eu contact name xxxxxxxxxxxxxxxxxxx primary contact xxxxxxxxxxxxx outcome call answer vm left available call date time secondary contact details outcome call secondary contact able ring ahead due unusable contact details missing incorrect faulty line ring ahead information ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed na passing dcoe resolved please see additional information called dcoe fibre ports available lums case ref afie completed run time within scheduled hours allocated ports unavailable faulty
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed passing dcoe resolved please see additional information dcoe stated card faulty lums ref already raised af ie spares lift shift patch lead advised,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed passing dcoe resolved please see additional information dcoe stated card faulty lums ref already raised af ie spares lift shift patch lead advised allocated ports unavailable faulty
0,0,1,0,0,0,0,0,0,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information cable going ug feed needs go back planning,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information cable going ug feed needs go back planning routing provided incorrect
0,0,0,0,0,1,0,0,0,0,0,stcb jumpering completed circuit test results tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ca fault found possibly affecting gea services please check line test results sync session details port default status record sync end speed speed,ltok cidt completed adsl modem detected gea service test completed fault found fault found possibly affecting gea services,stcb jumpering completed circuit test results tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ca fault found possibly affecting gea services please check line test results sync session details port default status record sync end speed speed ltok cidt completed adsl modem detected gea service test completed fault found fault found possibly affecting gea services
0,1,0,0,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information see notes linked proved task customer issue task provide task complete,unable access openreach line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information see notes linked proved task customer issue task provide task complete unable access openreach line plant located within end customer premises
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments current working si part trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments current working si part trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
